,Open,High,Low,Close,Volume,Ticker,Daily_Return,Log_Return,MA_20,MA_50,Volatility_30,Signal,Position_Change,Strategy_Return,Buy_Hold_Return,Strategy_Cumulative_Return,Buy_Hold_Cumulative_Return
2023-04-06,162.42999267578125,164.9600067138672,162.0,164.66000366210938,45390100,AAPL,0.005495903672834368,0.005480856301668929,158.6634994506836,153.39979949951172,0.013175048158312969,1,0.0,0.005495903672834368,0.005495903672834368,0.0762794806845517,0.31654276856069585
2023-04-10,161.4199981689453,162.02999877929688,160.0800018310547,162.02999877929688,47716900,AAPL,-0.01597233586979263,-0.016101268371610637,159.33999938964843,153.76119934082033,0.01306630432925063,1,0.0,-0.01597233586979263,-0.01597233586979263,0.05908878332929213,0.2955145052742978
2023-04-11,162.35000610351562,162.36000061035156,160.50999450683594,160.8000030517578,47644200,AAPL,-0.007591160506113748,-0.007620120015640883,159.85649948120118,154.05859954833986,0.013183082093297636,1,0.0,-0.007591160506113748,-0.007591160506113748,0.051049070384814765,0.28568004672676195
2023-04-12,161.22000122070312,162.05999755859375,159.77999877929688,160.10000610351562,50133100,AAPL,-0.004353214769634461,-0.004362717597645155,160.23199996948242,154.40059967041014,0.013199072639305923,1,0.0,-0.004353214769634461,-0.004353214769634461,0.04647362804800492,0.28008320535832665
2023-04-13,161.6300048828125,165.8000030517578,161.4199981689453,165.55999755859375,68445600,AAPL,0.03410363052421039,0.0335349940083643,160.8604995727539,154.82599975585939,0.013970143811573143,1,0.0,0.03410363052421039,0.03410363052421039,0.08216217801228409,0.32373869003411393
2023-04-14,164.58999633789062,166.32000732421875,163.82000732421875,165.2100067138672,49386500,AAPL,-0.0021139819394035975,-0.0021162195532967317,161.3284996032715,155.22160003662108,0.01402152342478132,1,0.0,-0.0021139819394035975,-0.0021139819394035975,0.07987450671246044,0.320940330350892
2023-04-17,165.08999633789062,165.38999938964844,164.02999877929688,165.22999572753906,41516200,AAPL,0.0001209915432451858,0.00012098422435876032,161.83999938964843,155.5097998046875,0.012766112456365377,1,0.0,0.0001209915432451858,0.0001209915432451858,0.08000516239553868,0.32110015295999594
2023-04-18,166.10000610351562,167.41000366210938,165.64999389648438,166.47000122070312,49923000,AAPL,0.0075047238711354325,0.007476703533550668,162.2934997558594,155.74919982910157,0.012460589120376108,1,0.0,0.0075047238711354325,0.0075047238711354325,0.08811030291871802,0.3310146448140754
2023-04-19,165.8000030517578,168.16000366210938,165.5399932861328,167.6300048828125,47720200,AAPL,0.006968244450070493,0.006944078432907277,162.71100006103515,156.06720001220702,0.012047918149213344,1,0.0,0.006968244450070493,0.006968244450070493,0.09569252149809593,0.34028948022576366
2023-04-20,166.08999633789062,167.8699951171875,165.55999755859375,166.64999389648438,52456400,AAPL,-0.0058462742813449875,-0.005863430642706429,163.15199966430663,156.30720001220703,0.01212596304579019,1,0.0,-0.0058462742813449875,-0.0058462742813449875,0.08928680248939957,0.3324537803079626
2023-04-21,165.0500030517578,166.4499969482422,164.49000549316406,165.02000427246094,58337300,AAPL,-0.00978091619394783,-0.009829063562230548,163.4565002441406,156.56920013427734,0.01189923986417095,1,0.0,-0.00978091619394783,-0.00978091619394783,0.07863257956307734,0.3194211615504614
2023-04-24,165.0,165.60000610351562,163.88999938964844,165.3300018310547,41949600,AAPL,0.001878545331279513,0.00187678307164327,163.71050033569335,156.85840026855467,0.011462658014950472,1,0.0,0.001878545331279513,0.001878545331279513,0.08065883975958155,0.32189975401348336
2023-04-25,165.19000244140625,166.30999755859375,163.72999572753906,163.77000427246094,48714100,AAPL,-0.0094356592349637,-0.00948045708845073,163.98500061035156,157.1136004638672,0.011554795534959967,1,0.0,-0.0094356592349637,-0.0094356592349637,0.07046211119835899,0.30942675839182976
2023-04-26,163.05999755859375,165.27999877929688,162.8000030517578,163.75999450683594,45498800,AAPL,-6.112087295517821e-05,-6.11227409118481e-05,164.29050064086914,157.3118002319336,0.011369254819968805,1,0.0,-6.112087295517821e-05,-6.112087295517821e-05,0.07039668361965701,0.30934672508528593
2023-04-27,165.19000244140625,168.55999755859375,165.19000244140625,168.41000366210938,64902300,AAPL,0.02839526936524983,0.02799959640412221,164.67250061035156,157.61600036621093,0.01231915325449901,1,0.0,0.02839526936524983,0.02839526936524983,0.1007908857787072,0.34652597803659035
2023-04-28,168.49000549316406,169.85000610351562,167.8800048828125,169.67999267578125,55275900,AAPL,0.007541054486406518,0.0075127628783707495,165.03850021362305,157.90300018310546,0.012002121189061686,1,0.0,0.007541054486406518,0.007541054486406518,0.10909200982650402,0.3566802038043262
2023-05-01,169.27999877929688,170.4499969482422,168.63999938964844,169.58999633789062,52472900,AAPL,-0.0005303886243240852,-0.0005305293301251952,165.27300033569335,158.22059997558594,0.011917210084637574,1,0.0,-0.0005303886243240852,-0.0005303886243240852,0.10850376004116336,0.3559606360573826
2023-05-02,170.08999633789062,170.35000610351562,167.5399932861328,168.5399932861328,48425700,AAPL,-0.006191420923589042,-0.006210667252655721,165.39150009155273,158.54039978027345,0.011795146428677815,1,0.0,-0.006191420923589042,-0.006191420923589042,0.10164054666736733,0.3475653130037337
2023-05-03,169.5,170.9199981689453,167.16000366210938,167.4499969482422,65136000,AAPL,-0.006467285993302041,-0.006488289493430346,165.4824996948242,158.9197998046875,0.01175759255927862,1,0.0,-0.006467285993302041,-0.006467285993302041,0.09451592219025184,0.3388502227298851
2023-05-04,164.88999938964844,167.0399932861328,164.30999755859375,165.7899932861328,81235400,AAPL,-0.009913429037699317,-0.00996289426016366,165.58399963378906,159.25739959716796,0.011784239274010818,1,0.0,-0.009913429037699317,-0.009913429037699317,0.08366551626498686,0.3255776260547445
2023-05-05,170.97999572753906,174.3000030517578,170.75999450683594,173.57000732421875,113453200,AAPL,0.04692692172716728,0.045859131675121956,166.02949981689454,159.74079986572266,0.014373143869176238,1,0.0,0.04692692172716728,0.04692692172716728,0.13451860312518416,0.3877829035558997
2023-05-08,172.47999572753906,173.85000610351562,172.11000061035156,173.5,55962800,AAPL,-0.0004033376808469935,-0.00040341904336783815,166.60299987792968,160.27659973144532,0.01435105508248883,1,0.0,-0.0004033376808469935,-0.0004033376808469935,0.13406100902292195,0.3872231584180603
2023-05-09,173.0500030517578,173.5399932861328,171.60000610351562,171.77000427246094,45326900,AAPL,-0.009971156931060876,-0.010021201864830388,167.15149993896483,160.75359985351562,0.01427317210309339,1,0.0,-0.009971156931060876,-0.009971156931060876,0.12275310873255707,0.37339093860707195
2023-05-10,173.02000427246094,174.02999877929688,171.89999389648438,173.55999755859375,53724500,AAPL,0.010420872338650744,0.01036694934142512,167.82449951171876,161.27659973144532,0.014278503404701746,1,0.0,0.010420872338650744,0.010420872338650744,0.1344531755464824,0.3877028702493559
2023-05-11,173.85000610351562,174.58999633789062,172.1699981689453,173.75,49514700,AAPL,0.0010947363682816125,0.0010941375813929384,168.23399963378907,161.84539978027342,0.013938194137159996,1,0.0,0.0010947363682816125,0.0010947363682816125,0.1356951026958657,0.3892220390497867
2023-05-12,173.6199951171875,174.05999755859375,171.0,172.57000732421875,45533100,AAPL,-0.006791324752697836,-0.006814490743398574,168.60199966430665,162.37859985351562,0.013973497719954726,1,0.0,-0.006791324752697836,-0.006791324752697836,0.12798222843340956,0.37978738102899445
2023-05-15,173.16000366210938,173.2100067138672,171.47000122070312,172.07000732421875,37266700,AAPL,-0.002897374855299284,-0.002901580371093546,168.94400024414062,162.79940002441407,0.013763519722073634,1,0.0,-0.002897374855299284,-0.002897374855299284,0.12471404108752204,0.3757896197655417
2023-05-16,171.99000549316406,173.13999938964844,171.8000030517578,172.07000732421875,42110300,AAPL,0.0,0.0,169.2240005493164,163.16420013427734,0.013715787545308956,1,0.0,0.0,0.0,0.12471404108752204,0.3757896197655417
2023-05-17,171.7100067138672,172.92999267578125,170.4199981689453,172.69000244140625,57951600,AAPL,0.0036031562201266354,0.0035966804036770515,169.47700042724608,163.58600006103515,0.01369526197771385,1,0.0,0.0036031562201266354,0.0036031562201266354,0.12876656148053023,0.3807468046915856
2023-05-18,173.0,175.24000549316406,172.5800018310547,175.0500030517578,65496700,AAPL,0.013666110237923634,0.013573571100223046,169.89700088500976,164.02960021972658,0.013650608118330252,1,0.0,0.013666110237923634,0.013666110237923634,0.14419240974260505,0.3996162427351617
2023-05-19,176.38999938964844,176.38999938964844,174.94000244140625,175.16000366210938,55809500,AAPL,0.0006283953638037687,0.0006281980061119212,170.40400085449218,164.52100036621093,0.013640399419377116,1,0.0,0.0006283953638037687,0.0006283953638037687,0.1449114149481867,0.4004957550932009
2023-05-22,173.97999572753906,174.7100067138672,173.4499969482422,174.1999969482422,43570900,AAPL,-0.005480741572254533,-0.0054958159407207455,170.84750061035157,165.03500030517577,0.01328970545847341,1,0.0,-0.005480741572254533,-0.005480741572254533,0.13863645135973135,0.3928199997864956
2023-05-23,173.1300048828125,173.3800048828125,171.27999877929688,171.55999755859375,50747300,AAPL,-0.015154991021227304,-0.015271001481647386,171.23700027465821,165.45680023193358,0.013556833159250433,1,0.0,-0.015154991021227304,-0.015154991021227304,0.12138042616293254,0.3717118251955456
2023-05-24,171.08999633789062,172.4199981689453,170.52000427246094,171.83999633789062,45143500,AAPL,0.00163207497832496,0.001630744591288417,171.64100036621093,165.8418002319336,0.013500249351974351,1,0.0,0.00163207497832496,0.00163207497832496,0.12321060309765652,0.37395056174291974
2023-05-25,172.41000366210938,173.89999389648438,171.69000244140625,172.99000549316406,56058300,AAPL,0.0066923253013353445,0.006670031103772704,171.87000045776367,166.24180023193358,0.012143317072917856,1,0.0,0.0066923253013353445,0.0066923253013353445,0.1307274938354952,0.3831454858500558
2023-05-26,173.32000732421875,175.77000427246094,173.11000061035156,175.42999267578125,54835000,AAPL,0.014104787011603337,0.014006240077885338,172.15750045776366,166.6333999633789,0.012334808905749206,1,0.0,0.014104787011603337,0.014104787011603337,0.14667616430420893,0.40265445833403146
2023-05-30,176.9600067138672,178.99000549316406,176.57000732421875,177.3000030517578,55964400,AAPL,0.010659581907596527,0.010603169101558126,172.54300079345703,167.07940002441407,0.012426959969301798,1,0.0,0.010659581907596527,0.010659581907596527,0.15889925279909822,0.4176061684206984
2023-05-31,177.3300018310547,179.35000610351562,176.75999450683594,177.25,99625300,AAPL,-0.0002820251037627397,-0.00028206488032115034,172.9785011291504,167.47640014648437,0.012398519715237182,1,0.0,-0.0002820251037627397,-0.0002820251037627397,0.158572414117077,0.4172063678939548
2023-06-01,177.6999969482422,180.1199951171875,176.92999267578125,180.08999633789062,68901800,AAPL,0.016022546335066945,0.015895540184739647,173.61050109863282,167.89260009765624,0.012627515416111424,1,0.0,0.016022546335066945,0.016022546335066945,0.17713569430479814,0.43991362258988764
2023-06-02,181.02999877929688,181.77999877929688,179.25999450683594,180.9499969482422,61996900,AAPL,0.004775393568990927,0.004764027547575428,174.36850128173828,168.355,0.012534907210908374,1,0.0,0.004775393568990927,0.004775393568990927,0.18275698052921086,0.4467897768431057
2023-06-05,182.6300048828125,184.9499969482422,178.0399932861328,179.5800018310547,121946500,AAPL,-0.0075711253953729685,-0.007599931855572029,174.66900100708008,168.76800018310547,0.012464585441643956,1,0.0,-0.0075711253953729685,-0.0075711253953729685,0.1738021791173714,0.4358359500218829
2023-06-06,179.97000122070312,180.1199951171875,177.42999267578125,179.2100067138672,64848400,AAPL,-0.002060335858196427,-0.002062461269997269,174.95450134277343,169.1472003173828,0.012496380767513434,1,0.0,-0.002060335858196427,-0.002060335858196427,0.17138375239730674,0.4328776457275654
2023-06-07,178.44000244140625,181.2100067138672,177.32000732421875,177.82000732421875,61944600,AAPL,-0.007756259904993845,-0.007786496137042584,175.25700149536132,169.53800048828126,0.012443490306227675,1,0.0,-0.007756259904993845,-0.007756259904993845,0.1622981955652263,0.42176387429524675
2023-06-08,177.89999389648438,180.83999633789062,177.4600067138672,180.57000732421875,50214900,AAPL,0.01546507640721173,0.015346710907507015,175.60750198364258,169.99640075683592,0.012640797063036632,1,0.0,0.01546507640721173,0.01546507640721173,0.18027322596760675,0.4437515612442362
2023-06-09,181.5,182.22999572753906,180.6300048828125,180.9600067138672,48900000,AAPL,0.002159823746078704,0.002157494679750581,175.96800231933594,170.40020080566407,0.0117216433191871,1,0.0,0.002159823746078704,0.002159823746078704,0.18282240810791262,0.44686981014964977
2023-06-12,181.27000427246094,183.88999938964844,180.97000122070312,183.7899932861328,54274900,AAPL,0.015638740424785524,0.015517715478083682,176.52900161743165,170.82880065917968,0.011933900420480634,1,0.0,0.015638740424785524,0.015638740424785524,0.201320260716932,0.46949703153903877
